age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
41,Self-emp-not-inc,HS-grad,5,Married-civ-spouse,Other-service,Wife,White,Female,6031,3293,49,United-States,<=50K
24,State-gov,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6944,1238,37,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,White,Male,6286,1138,38,United-States,<=50K
56,Private,HS-grad,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,6930,3720,41,?,<=50K
58,Private,HS-grad,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,4013,2930,48,United-States,>50K
32,Private,HS-grad,6,Never-married,Other-service,Not-in-family,White,Female,6190,1292,43,United-States,<=50K
45,Private,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,4766,1131,31,?,<=50K
41,Private,Prof-school,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,6473,3621,42,United-States,>50K
42,Private,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,4596,1522,46,United-States,<=50K
59,Local-gov,10th,5,Widowed,Other-service,Unmarried,Black,Female,5218,3083,47,United-States,<=50K
19,Local-gov,Some-college,6,Never-married,Adm-clerical,Own-child,White,Male,6404,2705,46,United-States,<=50K
58,Private,Some-college,9,Never-married,Transport-moving,Not-in-family,White,Male,4773,2494,47,United-States,<=50K
42,Self-emp-not-inc,HS-grad,5,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,5845,3326,38,Cambodia,>50K
20,Private,HS-grad,5,Never-married,Other-service,Own-child,White,Female,5543,3031,45,United-States,<=50K
32,Private,HS-grad,11,Separated,Other-service,Not-in-family,White,Female,5828,2789,42,United-States,<=50K
45,Private,Assoc-voc,10,Widowed,Exec-managerial,Not-in-family,White,Female,6832,2940,31,United-States,<=50K
50,Private,7th-8th,7,Divorced,Craft-repair,Not-in-family,White,Male,6636,3248,44,United-States,<=50K
36,Private,Bachelors,5,Divorced,Prof-specialty,Own-child,White,Female,6797,1942,31,United-States,<=50K
45,Private,HS-grad,7,Married-civ-spouse,Sales,Husband,White,Male,6593,3007,34,United-States,<=50K
17,Private,11th,12,Never-married,Other-service,Own-child,White,Male,4754,2142,30,United-States,<=50K
26,Private,11th,12,Married-civ-spouse,Craft-repair,Husband,White,Male,4853,2052,40,United-States,<=50K
37,Self-emp-inc,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5115,3442,44,Thailand,>50K
19,?,Some-college,10,Never-married,?,Own-child,White,Male,4281,3683,36,Canada,<=50K
64,Private,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,5231,2353,31,United-States,>50K
33,Private,Bachelors,9,Never-married,Prof-specialty,Not-in-family,White,Female,6425,1699,38,United-States,<=50K
33,Private,HS-grad,5,Married-civ-spouse,Craft-repair,Wife,White,Female,6055,2905,37,United-States,>50K
61,Private,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,6904,2361,39,United-States,>50K
27,Local-gov,Masters,10,Never-married,Prof-specialty,Own-child,White,Male,4227,2549,38,United-States,<=50K
30,Private,HS-grad,5,Divorced,Prof-specialty,Own-child,White,Female,5936,3292,36,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,6536,1395,47,United-States,<=50K
35,Private,Some-college,5,Never-married,Exec-managerial,Not-in-family,White,Female,4858,1956,42,United-States,<=50K
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,4847,2712,43,United-States,<=50K
22,Private,Bachelors,10,Never-married,Prof-specialty,Not-in-family,White,Female,6570,3686,37,Germany,<=50K
34,Private,Assoc-acdm,6,Divorced,Sales,Unmarried,Black,Female,5233,3037,32,United-States,<=50K
60,Private,Bachelors,12,Divorced,Prof-specialty,Not-in-family,White,Female,5494,2215,31,United-States,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,6167,1939,31,United-States,<=50K
41,Private,Prof-school,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4237,1023,50,United-States,>50K
50,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,5426,1144,38,United-States,<=50K
25,Private,Bachelors,7,Never-married,Exec-managerial,Not-in-family,White,Female,6500,1485,50,United-States,<=50K
50,Private,7th-8th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4525,3376,34,Ecuador,<=50K
36,Private,Bachelors,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,4222,3465,33,United-States,<=50K
31,Private,HS-grad,8,Divorced,Prof-specialty,Not-in-family,White,Female,5644,2387,36,United-States,<=50K
29,Local-gov,Bachelors,7,Never-married,Protective-serv,Not-in-family,White,Male,5261,2097,44,United-States,<=50K
21,Private,Some-college,6,Never-married,Sales,Own-child,White,Male,4107,3343,44,United-States,<=50K
27,Private,Bachelors,7,Never-married,Tech-support,Unmarried,Black,Female,6187,3826,38,United-States,<=50K
65,Private,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5291,2176,42,United-States,<=50K
37,Self-emp-inc,Bachelors,6,Divorced,Sales,Not-in-family,White,Female,6688,1253,30,United-States,<=50K
24,Private,HS-grad,8,Never-married,Craft-repair,Own-child,White,Male,6924,3689,43,United-States,<=50K
38,Private,HS-grad,6,Divorced,Sales,Not-in-family,White,Male,5669,1674,41,United-States,<=50K
21,Private,Some-college,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,6876,2949,44,United-States,<=50K
31,Private,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5522,3119,47,United-States,>50K
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,4416,3387,41,Laos,<=50K
43,Private,HS-grad,5,Divorced,Adm-clerical,Not-in-family,White,Female,4309,1361,37,United-States,<=50K
26,Private,Assoc-acdm,9,Never-married,Tech-support,Not-in-family,White,Male,4939,1331,45,United-States,<=50K
46,Private,Assoc-acdm,7,Never-married,Prof-specialty,Not-in-family,White,Female,6644,2695,30,United-States,<=50K
35,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,6230,1954,40,United-States,>50K
41,Self-emp-inc,Some-college,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,6477,2396,39,United-States,>50K
26,Private,Bachelors,7,Never-married,Sales,Not-in-family,White,Male,5509,1130,45,United-States,<=50K
19,?,Some-college,11,Never-married,?,Own-child,Black,Female,3982,3099,37,United-States,<=50K
36,Self-emp-not-inc,Bachelors,7,Divorced,Prof-specialty,Not-in-family,Black,Female,6419,2954,40,United-States,>50K
22,Private,Some-college,11,Never-married,Sales,Own-child,White,Male,4711,1026,33,United-States,<=50K
24,Private,Some-college,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,5984,3271,32,United-States,<=50K
71,Self-emp-not-inc,Some-college,12,Married-civ-spouse,Sales,Husband,White,Male,6002,2329,50,United-States,<=50K
22,Private,5th-6th,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,4272,1091,42,Mexico,<=50K
29,Private,Some-college,6,Never-married,Tech-support,Not-in-family,White,Female,4408,1543,50,United-States,<=50K
62,Private,HS-grad,12,Widowed,Other-service,Not-in-family,White,Female,5811,1008,30,United-States,<=50K
39,Self-emp-not-inc,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,4507,1189,37,United-States,<=50K
35,Private,HS-grad,12,Divorced,Transport-moving,Not-in-family,White,Male,4558,3703,30,United-States,<=50K
29,Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,4194,1641,41,United-States,<=50K
71,Self-emp-not-inc,Masters,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4621,3284,30,United-States,<=50K
63,Self-emp-not-inc,HS-grad,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,5993,1117,31,United-States,<=50K
23,?,Assoc-voc,8,Never-married,?,Own-child,Black,Female,6196,2410,36,United-States,<=50K
58,Self-emp-not-inc,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6141,1790,32,United-States,<=50K
41,Private,Some-college,5,Never-married,Craft-repair,Not-in-family,Black,Male,6938,3441,42,United-States,<=50K
26,Private,Bachelors,5,Never-married,Adm-clerical,Not-in-family,White,Male,4220,2844,47,United-States,<=50K
47,Private,Assoc-voc,7,Never-married,Other-service,Not-in-family,White,Male,6530,3751,47,United-States,<=50K
55,Local-gov,10th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,4522,1831,33,United-States,<=50K
53,Private,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,4031,1541,43,United-States,<=50K
17,Private,5th-6th,5,Never-married,Other-service,Other-relative,White,Male,4015,3088,43,Mexico,<=50K
30,Private,HS-grad,10,Never-married,Craft-repair,Other-relative,White,Male,4296,2760,36,United-States,<=50K
49,Private,Masters,7,Never-married,Prof-specialty,Not-in-family,White,Male,6918,2233,46,United-States,<=50K
19,Private,HS-grad,12,Never-married,Sales,Unmarried,Black,Male,4638,3276,31,Haiti,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,6439,2386,45,United-States,<=50K
26,Private,Assoc-acdm,10,Never-married,Sales,Not-in-family,White,Male,4894,1049,33,United-States,<=50K
33,Private,HS-grad,11,Never-married,Farming-fishing,Not-in-family,White,Male,4191,1357,45,United-States,<=50K
22,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,5942,3774,45,United-States,<=50K
43,Self-emp-not-inc,Bachelors,5,Never-married,Sales,Not-in-family,White,Male,6734,2219,45,United-States,<=50K
67,?,11th,8,Married-civ-spouse,?,Husband,White,Male,5291,1336,38,United-States,<=50K
30,?,Assoc-voc,9,Divorced,?,Unmarried,White,Female,4431,1102,35,United-States,<=50K
56,Private,Assoc-acdm,6,Married-spouse-absent,Other-service,Not-in-family,White,Male,6776,2250,31,Iran,<=50K
31,Private,Bachelors,8,Never-married,Prof-specialty,Own-child,White,Male,4550,2233,43,United-States,<=50K
33,Private,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,5415,2591,39,United-States,>50K
26,Private,HS-grad,12,Married-civ-spouse,Other-service,Husband,White,Male,5396,1521,40,United-States,<=50K
33,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6488,2731,41,United-States,>50K
46,Local-gov,11th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,5501,2537,43,United-States,<=50K
59,?,Bachelors,8,Married-civ-spouse,?,Husband,White,Male,5300,2683,48,United-States,>50K
38,Federal-gov,HS-grad,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,5454,2046,42,United-States,>50K
65,Private,11th,9,Widowed,Other-service,Unmarried,Other,Male,6749,1468,33,United-States,<=50K
40,Private,Assoc-voc,7,Married-civ-spouse,Tech-support,Husband,White,Male,6244,2503,37,United-States,>50K
42,Private,HS-grad,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,4027,1288,31,United-States,<=50K
26,Self-emp-not-inc,9th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,6214,993,44,Portugal,<=50K
36,Private,10th,9,Married-civ-spouse,Other-service,Wife,White,Female,5943,1156,44,United-States,<=50K
62,Private,Masters,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,6649,2379,43,United-States,>50K
43,Private,Bachelors,6,Married-civ-spouse,Transport-moving,Husband,White,Male,6499,3182,41,United-States,<=50K
22,Private,HS-grad,11,Married-spouse-absent,Sales,Not-in-family,White,Male,6922,2316,32,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5019,1764,48,United-States,<=50K
56,Self-emp-not-inc,Some-college,7,Married-civ-spouse,Sales,Husband,White,Male,4018,3713,36,United-States,<=50K
22,Private,Assoc-acdm,11,Never-married,Sales,Not-in-family,White,Female,5513,1642,41,United-States,<=50K
57,Private,Bachelors,12,Divorced,Exec-managerial,Not-in-family,White,Female,4355,2159,39,United-States,>50K
39,Private,HS-grad,7,Divorced,Sales,Unmarried,White,Female,5599,3262,34,United-States,<=50K
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,5779,2830,41,United-States,<=50K
17,Private,11th,12,Never-married,Other-service,Own-child,White,Male,5554,2453,32,United-States,<=50K
40,State-gov,Assoc-voc,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6277,1981,30,United-States,>50K
45,Private,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,6245,2468,36,United-States,<=50K
44,Private,HS-grad,12,Never-married,Craft-repair,Not-in-family,Black,Male,6794,3107,37,United-States,<=50K
20,Local-gov,Some-college,12,Never-married,Adm-clerical,Own-child,White,Female,6324,2675,31,United-States,<=50K
33,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Wife,White,Female,4675,1778,48,United-States,<=50K
23,Private,Some-college,7,Never-married,Sales,Not-in-family,White,Male,5363,1263,33,United-States,<=50K
46,Self-emp-not-inc,Masters,6,Divorced,Exec-managerial,Not-in-family,White,Male,4543,3436,42,United-States,<=50K
38,Private,HS-grad,7,Married-civ-spouse,Sales,Husband,White,Male,4996,1663,43,United-States,<=50K
54,Private,HS-grad,5,Divorced,Transport-moving,Not-in-family,White,Male,6217,1029,40,United-States,<=50K
25,Private,Some-college,7,Married-civ-spouse,Craft-repair,Husband,White,Male,6752,3536,35,United-States,<=50K
46,Private,Some-college,6,Divorced,Sales,Not-in-family,White,Female,5311,1058,32,United-States,<=50K
36,Local-gov,Some-college,6,Married-civ-spouse,Transport-moving,Wife,White,Female,5303,3487,37,United-States,<=50K
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,6665,1931,39,United-States,<=50K
29,Private,HS-grad,11,Separated,Machine-op-inspct,Not-in-family,White,Male,5309,3843,44,United-States,<=50K
19,Private,Some-college,5,Never-married,Adm-clerical,Own-child,White,Female,6143,2916,33,United-States,<=50K
19,Private,HS-grad,7,Never-married,Other-service,Other-relative,White,Female,6795,1320,33,United-States,<=50K
35,Private,HS-grad,6,Married-civ-spouse,Other-service,Wife,White,Female,6154,3808,30,United-States,>50K
27,Private,Bachelors,5,Never-married,Craft-repair,Not-in-family,White,Male,5160,3727,36,United-States,<=50K
46,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,6712,1335,44,United-States,<=50K
34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,5442,3099,36,United-States,<=50K
44,Private,Some-college,5,Married-civ-spouse,Tech-support,Husband,White,Male,4838,1537,40,United-States,<=50K
45,Private,Some-college,12,Divorced,Handlers-cleaners,Unmarried,White,Female,3951,3454,36,United-States,<=50K
20,?,HS-grad,7,Never-married,?,Other-relative,White,Female,5358,1574,41,United-States,<=50K
25,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4122,2862,48,United-States,>50K
52,Self-emp-inc,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,6671,2367,48,United-States,>50K
20,Private,Some-college,11,Never-married,Handlers-cleaners,Own-child,White,Male,4616,2402,43,United-States,<=50K
28,Private,Some-college,7,Never-married,Other-service,Not-in-family,White,Female,6907,1555,44,United-States,<=50K
50,State-gov,Bachelors,8,Married-civ-spouse,Protective-serv,Husband,White,Male,5008,3390,49,United-States,>50K
34,Private,Assoc-voc,6,Divorced,Tech-support,Not-in-family,White,Female,5861,1521,35,United-States,<=50K
28,Private,HS-grad,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,4625,1210,50,United-States,<=50K
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4904,1723,43,United-States,<=50K
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4750,3105,31,United-States,<=50K
41,Local-gov,Some-college,5,Divorced,Other-service,Not-in-family,Black,Female,5510,1419,30,United-States,<=50K
24,Private,HS-grad,6,Never-married,Handlers-cleaners,Unmarried,Black,Female,4779,2432,44,United-States,<=50K
33,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,6129,1201,46,United-States,<=50K
31,State-gov,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5403,1684,49,United-States,<=50K
35,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,6856,3565,48,United-States,>50K
52,Private,1st-4th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6087,3607,35,Mexico,<=50K
30,Private,11th,12,Never-married,Other-service,Own-child,White,Female,5855,1736,42,United-States,<=50K
34,Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,4076,1103,48,United-States,<=50K
34,State-gov,HS-grad,10,Divorced,Transport-moving,Unmarried,White,Female,4051,1029,44,United-States,<=50K
20,Private,Some-college,11,Married-civ-spouse,Sales,Husband,White,Male,5639,2424,42,United-States,<=50K
32,State-gov,Bachelors,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,5880,3198,34,United-States,>50K
29,Private,HS-grad,6,Divorced,Farming-fishing,Not-in-family,White,Male,5748,3634,49,United-States,<=50K
33,Private,10th,12,Never-married,Craft-repair,Unmarried,White,Female,5205,2667,41,United-States,<=50K
25,Private,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,6568,3510,34,United-States,<=50K
23,Private,HS-grad,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,5079,2909,47,Dominican-Republic,<=50K
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6120,2474,50,United-States,>50K
47,Local-gov,Masters,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,5746,1894,46,United-States,<=50K
71,?,HS-grad,11,Widowed,?,Not-in-family,White,Male,3954,2930,41,United-States,<=50K
17,?,11th,7,Never-married,?,Own-child,White,Male,5243,1418,50,United-States,<=50K
30,Private,Assoc-acdm,5,Married-civ-spouse,Other-service,Wife,White,Female,5642,1173,36,United-States,>50K
33,Private,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4842,2689,35,United-States,>50K
34,Local-gov,Some-college,5,Never-married,Protective-serv,Not-in-family,White,Female,4770,3027,31,United-States,<=50K
23,Private,Some-college,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,5515,1924,40,United-States,<=50K
42,Local-gov,Some-college,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,4614,2938,47,United-States,<=50K
